No.,Trigpoint Name,TP:UK Reference & Link,Trig Type,Condition,Height (m),Grid Ref
1425,Roskruge Beacon,TP5739,Pillar,Slightly damaged,114.1,SW7796623106
1426,Rosemullion,TP5738,Pillar,Good,68.9,SW7905027993
1427,Rosemount,TP5737,Pillar,Good,71.0,NO2081843716
1428,Roselath,TP5736,Pillar,Good,211.8,SX0715859033
1429,Roseisle,TP5735,Pillar,Good,87.5,NJ1447667337
1430,Roseberry Topping,TP5734,Pillar,Good,320.7,NZ5790312600
1431,Rose Hill,TP5733,Pillar,Good,162.1,TQ2579359548
1432,Rora Moss,TP5732,Pillar,Good,55.4,NK0505651271
1433,Roppa,TP5731,Pillar,Good,328.8,SE5882690605
1434,Ropers,TP5730,Pillar,Good,70.8,TL9147936230
1435,Rookery Hill,TP5729,Pillar,Good,50.9,TQ4675000834
1436,Roneval South Uist,TP5728,Pillar,Good,201.8,NF8168814046
1437,Roneval Harris,TP5727,Pillar,Good,459.9,NG0424986088
1438,Ronay,TP5726,Pillar,Good,116.1,NF8899656342
1439,Ronas Hill,TP5725,Pillar,Slightly damaged,449.9,HU3052983486
1440,Romford Common,TP5724,Pillar,Good,71.5,TQ5252191890
1441,Romaldkirk Moor,TP5723,Pillar,Damaged,410.0,NY9568621711
1442,Rollright,TP5722,Pillar,Good,247.1,SP2787829860
1443,Rois-Bheinn,TP5721,Pillar,Damaged,882.7,NM7560477837
1444,Roineval (Lewis),TP5720,Pillar,Toppled,282.2,NB2329621227
1445,Roineval,TP5719,Pillar,Good,439.8,NG4183935059
1446,Rogues Lane,TP5718,Pillar,Good,49.8,TL2977564308
1447,Rogeston Cross,TP5717,Pillar,Good,122.7,SM8785916326
1448,Rogate,TP5716,Pillar,Slightly damaged,162.2,SU7977626011
1449,Roeshot Hill,TP5715,Pillar,Good,18.5,SZ1926194489
1450,Rodger Law,TP5714,Pillar,Slightly damaged,688.5,NS9454005798
1451,Rodborough Hill,TP5713,Pillar,Good,91.5,SU9343141439
1452,Rod Moor,TP5712,Pillar,Good,383.7,SK2626888413
1453,Rockbeare Hill New,TP5711,Pillar,Good,156.7,SY0600494390
1454,Rock Green,TP5709,Pillar,Good,134.7,SO5272975863
1455,Rock,TP5708,Pillar,Good,85.6,ST3292822910
1456,Roborough Down,TP5707,Pillar,Good,198.8,SX5060664127
1457,Robinswood Hill,TP5706,Pillar,Good,198.5,SO8407115047
1458,Robin Hood Hill,TP5705,Pillar,Good,87.2,SE3204623630
1459,Robin Hill,TP5704,Pillar,Good,125.3,SK3641825009
1460,Robin Cross Hill,TP5703,Pillar,Good,329.3,SD8845829471
1461,Robeston Wathen,TP5702,Pillar,Good,99.7,SN0805915755
1462,Robert Law,TP5701,Pillar,Damaged,406.0,NS8865332254
1463,Roan Fell,TP5700,Pillar,Good,560.2,NY4496392073
1464,Roadside,TP5699,Pillar,Good,43.8,NJ9703065398
1465,Rixton Moss,TP5698,Pillar,Remains,0.0,SJ6739991169
1466,Rivock Edge,TP5697,Pillar,Good,359.4,SE0743344466
1467,Riversdown,TP5696,Pillar,Slightly damaged,166.0,SU6035824186
1468,Ritson Brake,TP5695,Pillar,Good,215.7,SX7760751706
1469,Risp Hill,TP5694,Pillar,Good,276.2,NY2203080313
1470,Risley,TP5693,Pillar,Damaged,79.3,SK4634935957
1471,Rishworth Moor,TP5692,Pillar,Good,435.2,SE0030717078
1472,Riseborough,TP5691,Pillar,Good,71.3,SE7540283397
1473,Risca,TP5690,Pillar,Good,0.0,ST2575490645
1474,Rippon Tor,TP5689,Pillar,Slightly damaged,475.9,SX7465875572
1475,Ripley Carrs,TP5688,Pillar,Good,438.2,NY7983954207
1476,Ringmoor Down,TP5686,Pillar,Good,350.5,SX5752666743
1477,Ringinglow,TP5685,Pillar,Good,321.4,SK2995783652
1478,Ringers Farm,TP5684,Pillar,Good,105.3,TL5324233297
1479,Rigton Bank,TP5683,Pillar,Good,106.6,SE3816644181
1480,Rigg Of England,TP5682,Pillar,Good,281.1,SD8159837740
1481,Rievaulx Hole,TP5681,Pillar,Good,142.8,SE6149379159
1482,Ridlees Cairn,TP5680,Pillar,Good,412.1,NT8404904262
1483,Ridgewood Hill,TP5679,Pillar,Good,229.1,ST1528613171
1484,Ridgeway,TP5678,Pillar,Good,138.0,SP0465460958
1485,Ridge Way,TP5677,Pillar,Good,128.5,SY7159694378
1486,Riddles Down,TP5676,Pillar,Good,160.2,TQ3371859768
1487,Richmond Park,TP5674,Pillar,Good,56.0,TQ1865173160
1488,Richborough Hill,TP5672,Pillar,Good,17.8,TR3207459925
1489,Riccarton,TP5671,Pillar,Good,116.9,NT1844569072
1490,Riccal,TP5670,Pillar,Good,196.2,SE7132190113
1491,Rhyllech,TP5669,Pillar,Slightly damaged,52.7,SH3345935345
1492,Rhyd-Ar,TP5668,Pillar,Good,186.9,SN4296825620
1493,Rhuvaal,TP5667,Pillar,Slightly damaged,33.2,NR4262578860
1494,Rhunahaorine,TP5666,Pillar,Good,2.7,NR6900849347
1495,Rhuemach Hill,TP5665,Pillar,Good,103.2,NM6287683971
1496,Rhuddlan Fawr,TP5664,Pillar,Good,114.7,SH4867481250
1497,Rhubina,TP5663,Pillar,Good,0.0,ST1458382433
1498,Rhossili Down,TP5662,Pillar,Good,0.0,SS4199688860
1499,Rhoscolyn,TP5661,Pillar,Good,62.9,SH2634475314
1500,Rhos-Carn-Wilgarn,TP5660,Pillar,Good,312.7,SN4511751763
1501,Rhos Ferig Fawr,TP5659,Pillar,Good,228.1,SO0139052832
1502,Rhos Dirion,TP5658,Pillar,Damaged,712.9,SO2114833404
1503,Rhondda Golf Course,TP5656,Pillar,Good,327.3,ST0051293322
1504,Rhodes Hill,TP5655,Pillar,Good,146.4,NT9449940087
1505,Rhodes Farm,TP5654,Pillar,Good,174.0,TR1455442602
1506,Rhobell Fawr,TP5653,Pillar,Slightly damaged,734.6,SH7867925663
1507,Rhiwlas,TP5652,Pillar,Good,161.2,SN6088387496
1508,Rhiwan,TP5651,Pillar,Good,354.6,SN7528626538
1509,Rhiw Lwyd,TP5650,Pillar,Good,398.7,SH8137149688
1510,Rhiw Gwraidd,TP5649,Pillar,Good,435.0,SO0235363584
1511,Rhiw Arw,TP5648,Pillar,Good,552.0,SO3045927862
1512,Rhinog Fawr,TP5647,Pillar,Good,721.2,SH6567029006
1513,Rhindbuckie,TP5646,Pillar,Good,255.8,NO7168893185
1514,Rhind Hill,TP5645,Pillar,Good,233.4,NO2563203930
1515,Rhial Gwm,TP5644,Pillar,Good,540.7,SJ0550121174
1516,Reynoldston,TP5643,Pillar,Good,0.0,SS4862090290
1517,Reynards,TP5642,Pillar,Good,369.4,SK1510752677
1518,Revidge,TP5641,Pillar,Good,400.3,SK0773959910
1519,Retford Sewage Works,TP5640,Pillar,Good,22.4,SK7043382997
1520,Retford Golf Course,TP5639,Pillar,Good,36.6,SK6935979339
1521,Resr Mount Hill,TP5638,Pillar,Good,111.7,SU8695584442
1522,Renton,TP5637,Pillar,Good,161.6,NS3721078246
1523,Rempstone Hill,TP5635,Pillar,Slightly damaged,88.5,SK5901025504
1524,Reigate Park,TP5634,Pillar,Good,131.6,TQ2514849422
1525,Reigate Heath,TP5633,Pillar,Good,88.7,TQ2344850065
1526,Redoubt,TP5632,Pillar,Good,70.5,SX4596055762
1527,Redmere Farm,TP5631,Pillar,Good,0.8,TL6509286804
1528,Redlynch,TP5630,Pillar,Good,161.2,ST6978033570
1529,Redlands Wood,TP5629,Pillar,Good,226.5,TQ1582945462
1530,Redkirk Point,TP5628,Pillar,Good,8.5,NY3021865099
1531,Redisham,TP5627,Pillar,Good,35.8,TM4107784897
1532,Redhorn Hill,TP5626,Pillar,Good,212.7,SU0591155103
1533,Redhead,TP5625,Pillar,Good,81.1,NO7007247296
1534,Redhall,TP5624,Pillar,Good,95.7,NT9433862003
1535,Reddings Hill,TP5622,Pillar,Good,147.1,NZ3977433652
1536,Redbank Hill,TP5620,Pillar,Good,242.9,NX9406358321
1537,Red Screes,TP5619,Pillar,Good,776.6,NY3964908766
1538,Red Point,TP5618,Pillar,Good,42.1,NG7251267790
1539,Red Moss,TP5617,Pillar,Good,109.0,NJ9270216165
1540,Red Lion Pond,TP5616,Pillar,Good,164.6,TQ4457005527
1541,Red Lion Farm,TP5615,Pillar,Good,66.0,NZ4558130207
1542,Red Lion,TP5614,Pillar,Good,62.4,TM1799967648
1543,Red Lane,TP5613,Pillar,Good,191.9,SU4744479755
1544,Red House Farm,TP5612,Pillar,Good,91.6,SP7811205056
1545,Red Hill,TP5610,Pillar,Good,509.6,SO1564750089
1546,Red Hill,TP5609,Pillar,Moved,186.8,SJ7280110855
1547,Red Hill,TP5608,Pillar,Slightly damaged,113.0,NJ7717604327
1548,Red Head,TP5607,Pillar,Good,70.4,HY5694140557
1549,Red Hall Farm,TP5606,Pillar,Good,52.0,NZ4401810554
1550,Red Dyke,TP5605,Pillar,Good,247.8,SE8897989051
1551,Red Bank,TP5604,Pillar,Good,20.9,SD4710267879
1552,Rectory Farm,TP5603,Pillar,Good,61.4,TL7041815420
1553,Rectory Farm,TP5602,Pillar,Good,100.6,TL4614742777
1554,Rectory Farm,TP5601,Pillar,Good,123.9,TF1762995685
1555,Reaveley Hill,TP5600,Pillar,Good,301.8,NT9977617679
1556,Ready Token,TP5599,Pillar,Moved,149.3,SP1093004888
1557,Rayton Farm,TP5598,Pillar,Toppled,44.6,SK6062379267
1558,Raymonds Hill,TP5597,Pillar,Good,218.9,SY3246896452
1559,Raydon,TP5596,Pillar,Good,0.0,TM0675139001
1560,Rawmarsh Resr,TP5595,Pillar,Good,108.4,SK4299797007
1561,Rawcliffe Moss,TP5594,Pillar,Good,11.2,SD4321843160
1562,Raw Head,TP5593,Pillar,Good,227.5,SJ5084454838
1563,Ravensworth Fell,TP5592,Pillar,Good,401.1,NY5930110867
1564,Ravensheugh Crags,TP5591,Pillar,Good,256.0,NY8316474858
1565,Ravengill Dod,TP5590,Pillar,Slightly damaged,538.3,NS9176819608
1566,Raven Seat,TP5589,Pillar,Good,588.9,NY9698132293
1567,Raven Hills,TP5588,Pillar,Good,521.5,NY9655827755
1568,Ravelsaye,TP5587,Pillar,Good,79.1,NX9922309752
1569,Raunds,TP5586,Pillar,Good,80.3,TL0143272374
1570,Rangely Kipp,TP5585,Pillar,Good,0.0,NT6060767110
1571,Ranfurly Golf Course,TP5584,Pillar,Good,164.2,NS3667065393
1572,Ranby,TP5582,Pillar,Good,44.5,SK6646580933
1573,Ranachan Hill,TP5581,Pillar,Good,211.8,NR6892924995
1574,Ramsey Island,TP5580,Pillar,Good,135.9,SM6961123455
1575,Ramsdown Plantation,TP5579,Pillar,Good,284.7,SX4181680175
1576,Ramnageo,TP5577,Pillar,Good,51.7,HP6273700384
1577,Raith Hill,TP5576,Pillar,Slightly damaged,105.2,NS4240421885
1578,Raith,TP5575,Pillar,Good,89.6,NN9315618517
1579,Rainhill,TP5573,Pillar,Good,78.7,SJ4859290866
1580,Rainbow Wood,TP5572,Pillar,Slightly damaged,166.9,ST7664363729
1581,Rain Stang Hill,TP5571,Pillar,Damaged,453.8,SE0806175774
1582,Raginnis,TP5570,Pillar,Good,98.8,SW4616025470
1583,Raerinish Point,TP5569,Pillar,Good,104.2,NB4251624482
1584,Radnor Forest,TP5567,Pillar,Good,660.5,SO1821763897
1585,Raddon Hills,TP5566,Pillar,Good,234.9,SS8955803299
1586,Rachan Hill,TP5565,Pillar,Good,316.3,NT1203633984
1587,Quoys Of Reiss,TP5564,Pillar,Good,37.7,ND3263657389
1588,Quothquan Law,TP5563,Pillar,Slightly damaged,334.9,NS9882638423
1589,Quirang,TP5562,Pillar,Good,544.1,NG4460069523
1590,Quinag,TP5561,Pillar,Good,809.2,NC2092629196
1591,Queens Ground,TP5560,Pillar,Good,0.4,TL6729192923
1592,Queens Bower Resr,TP5559,Pillar,Good,60.6,SZ5712784783
1593,Queenlains Farm,TP5558,Pillar,Good,125.6,SU1935890003
1594,Quartley Hill,TP5556,Pillar,Slightly damaged,298.1,SS9894925936
1595,Quarry Patterton,TP5555,Pillar,Good,87.7,NS5403357904
1596,Quarry Hill,TP5554,Pillar,Damaged,74.5,NT8510848223
1597,Quarry Beacon,TP5553,Pillar,Good,141.8,SX8020167379
1598,Quarley Camp,TP5551,Pillar,Damaged,170.2,SU2637042450
1599,Quainton Resr,TP5550,Pillar,Good,187.1,SP7506321286
1600,Pyt House,TP5549,Pillar,Good,214.2,ST9105629037
1601,Pyothall,TP5548,Pillar,Good,114.9,NT0701773048
1602,Pynes Hill,TP5547,Pillar,Good,61.1,SX9489691040
1603,Pyncombe Farm,TP5546,Pillar,Good,281.3,ST0642725734
1604,Pykestone Hill,TP5545,Pillar,Slightly damaged,737.3,NT1730031260
1605,Pwntan Quarry,TP5544,Pillar,Good,223.7,SN2914949359
1606,Puttocks Hill,TP5543,Pillar,Slightly damaged,67.4,TL8982069583
1607,Purdown,TP5542,Pillar,Good,70.8,ST6052875871
1608,Purbeck,TP5541,Pillar,Slightly damaged,185.5,SY8764980979
1609,Pulworthy,TP5540,Pillar,Good,242.7,SS8157327377
1610,Puleston,TP5539,Pillar,Good,117.9,SJ7396122602
1611,Puddletown Down,TP5537,Pillar,Good,122.5,SY7534197419
1612,Pudding Hill,TP5536,Pillar,Good,128.3,SU8759265618
1613,Prospect Hill,TP5535,Pillar,Good,145.8,SJ8166823086
1614,Prospect Hill,TP5534,Pillar,Good,97.1,SE2271896780
1615,Priory Wood,TP5532,Pillar,Good,180.2,SO2576745106
1616,Priory Farm Tortington,TP5531,Pillar,Good,2.4,TQ0104905726
1617,Priors Farm,TP5530,Pillar,Slightly damaged,51.5,TL6960609813
1618,Primrose Hill,TP5529,Pillar,Good,32.6,SE7204452671
1619,Priest Hill,TP5528,Pillar,Good,205.7,NY5017388593
1620,Prestwood,TP5527,Pillar,Good,155.7,SK1053342178
1621,Preston,TP5525,Pillar,Good,147.3,SX6293153754
1622,Pressendye,TP5524,Pillar,Good,619.7,NJ4903308966
1623,Preshute,TP5523,Pillar,Good,196.4,SU1615569792
1624,Prescelly,TP5522,Pillar,Good,536.8,SN0940631155
1625,Prenol,TP5521,Pillar,Good,180.7,SH8067573178
1626,Predannack Head,TP5520,Pillar,Good,81.7,SW6623216509
1627,Prawle,TP5519,Pillar,Good,140.0,SX7805137512
1628,Powson Knott,TP5518,Pillar,Slightly damaged,412.7,NY6469709226
1629,Powderwells,TP5517,Pillar,Good,96.9,NO2422446872
1630,Poundon Hill,TP5516,Pillar,Good,116.3,SP6373225151
1631,Pound Bottom,TP5515,Pillar,Good,124.5,SU2193017289
1632,Poulton Downs,TP5514,Pillar,Good,221.2,SU2028072431
1633,Pottershill,TP5513,Pillar,Good,202.5,ST5057766503
1634,Potterscrouch,TP5512,Pillar,Good,118.1,TL1175705051
1635,Potsgrove,TP5511,Pillar,Good,158.8,SP9475330606
1636,Potcote Farm,TP5510,Pillar,Good,162.6,SP6658952608
1637,Postlebury,TP5509,Pillar,Good,196.9,ST7357742938
1638,Portknockie,TP5503,Pillar,Good,64.9,NJ4857867970
1639,Portis Bach,TP5502,Pillar,Good,175.8,SN1325323186
1640,Porth Ysgadan,TP5501,Pillar,Good,20.4,SH2214337451
1641,Port Eynon,TP5500,Pillar,Good,108.0,SS4534386155
1642,Poppleton,TP5499,Pillar,Good,18.7,SE5495353393
1643,Popham Beacon,TP5498,Pillar,Good,183.7,SU5414644112
1644,Poollands Farm,TP5497,Pillar,Good,57.1,SO8268971336
1645,Pool Hill,TP5496,Pillar,Good,239.0,SE2480808760
1646,Pool,TP5495,Pillar,Good,108.1,SX5846147461
1647,Pontop Pike,TP5494,Pillar,Good,312.7,NZ1497152833
1648,Pondery Hill,TP5493,Pillar,Good,119.6,NS3277648831
1649,Pond Farm,TP5492,Pillar,Good,14.8,SK6861882896
1650,Pollards Hill,TP5488,Pillar,Good,64.9,TQ3034968818
1651,Pollachar,TP5487,Pillar,Good,9.5,NF7478814569
1652,Pole Hill,TP5486,Pillar,Good,91.4,TQ3840194946
1653,Pole Hill,TP5485,Pillar,Good,288.4,NO1956026060
1654,Pole Hill,TP5484,Pillar,Good,294.5,NC6421041247
1655,Point Of Stoer,TP5483,Pillar,Good,162.0,NC0175134601
1656,Point Of Knap,TP5482,Pillar,Good,89.9,NR7025172585
1657,Pockley,TP5481,Pillar,Good,155.9,SE6356086602
1658,Plynlimon,TP5480,Pillar,Damaged,753.2,SN7896886940
1659,Ploverfield,TP5478,Pillar,Good,107.8,NH6203049234
1660,Ploc An Rudha,TP5477,Pillar,Good,85.6,NG8588083902
1661,Pleasant View,TP5476,Pillar,Good,99.6,NY0666035079
1662,Playdells Farm,TP5475,Pillar,Good,119.9,TQ2578324864
1663,Plat Reidh,TP5474,Pillar,Damaged,778.8,NC3386348368
1664,Plas-Newydd,TP5473,Pillar,Good,259.6,SN3451529357
1665,Plantation Farm,TP5472,Pillar,Good,72.6,ST4625828774
1666,Plane Tree Hill,TP5471,Pillar,Good,224.1,SE2212640705
1667,Plaistow Resr,TP5470,Pillar,Good,77.6,TQ4031571355
1668,Plaistow Mount,TP5469,Pillar,Good,88.7,TQ0000230895
1669,Place Fell,TP5468,Pillar,Good,657.2,NY4056016953
1670,Pittern Hill,TP5467,Pillar,Good,121.6,SP3241451403
1671,Pittengardner,TP5466,Pillar,Good,68.1,NO7440676474
1672,Pitreavie Golf Course,TP5465,Pillar,Good,69.1,NT1105185661
1673,Pitlour Hill,TP5464,Pillar,Good,274.6,NO2079512683
1674,Pitgaveny,TP5463,Pillar,Good,236.0,NJ8086024084
1675,Pitforthie,TP5462,Pillar,Good,87.7,NO6164861374
1676,Pitdoulsie,TP5461,Pillar,Good,118.6,NJ7276045995
1677,Pitarris Hill,TP5460,Pillar,Good,138.9,NO6607654677
1678,Pit House Plantation,TP5459,Pillar,Good,266.0,NZ2075840002
1679,Pistyll,TP5458,Pillar,Good,203.8,SN6334817226
1680,Pistle Hill,TP5457,Pillar,Good,96.6,SU0984610840
1681,Pistern Hill,TP5456,Pillar,Good,167.7,SK3363921719
1682,Pirbright Common,TP5455,Pillar,Good,116.3,SU9105753704
1683,Pipton Wood,TP5454,Pillar,Good,164.6,SO1560437304
1684,Piper Hill,TP5453,Pillar,Good,9.2,TA3127224137
1685,Pinnacle Hill,TP5452,Pillar,Good,95.7,ST2012540374
1686,Pink Hill,TP5451,Pillar,Good,234.2,SP8215301439
1687,Pilton,TP5450,Pillar,Good,120.7,ST5932541439
1688,Pilsdon,TP5449,Pillar,Slightly damaged,277.1,ST4135401142
1689,Pilot,TP5448,Pillar,Good,285.9,SU3987360105
1690,Pillar,TP5447,Pillar,Slightly damaged,892.8,NY1712512104
1691,Pill Moor Hill,TP5446,Pillar,Good,229.4,SE1792794229
1692,Pilkham Hills,TP5445,Pillar,Good,187.1,NT1896389597
1693,Pikey Hill,TP5443,Pillar,Good,355.1,NJ2147151335
1694,Pikestone Fell,TP5442,Pillar,Good,387.3,NZ0380433925
1695,Pike Rigg,TP5441,Pillar,Good,525.5,NY7298953945
1696,Pike Hill,TP5440,Pillar,Good,326.4,NZ7722301308
1697,Pike Fell,TP5439,Pillar,Good,400.5,NT5348906364
1698,Piggs Grave,TP5438,Pillar,Good,101.3,TG0265332999
1699,Pigdon,TP5437,Pillar,Good,117.6,NZ1479188210
1700,Piers Knowe,TP5436,Pillar,Good,220.7,NT7229747031
1701,Pickpit Hill,TP5435,Pillar,Good,173.3,SU2463550067
1702,Picket,TP5434,Pillar,Good,159.6,ST4707605285
1703,Picked Hill,TP5433,Pillar,Damaged,202.0,SU1251261094
1704,Philip Law,TP5432,Pillar,Good,414.2,NT7273410705
1705,Petton Park,TP5431,Pillar,Good,118.1,SJ4390425550
1706,Petit Tor,TP5430,Pillar,Good,111.9,SX9244766362
1707,Peter Lane,TP5429,Pillar,Slightly damaged,95.3,SE2822028019
1708,Peter Hill,TP5428,Pillar,Good,617.5,NO5776988600
1709,Perwinnes Moss,TP5427,Pillar,Good,86.8,NJ9315112134
1710,Persabus,TP5426,Pillar,Good,147.2,NR4191569762
1711,Perry Barn,TP5425,Pillar,Good,50.9,TM1108844975
1712,Perriton Hill,TP5424,Pillar,Good,296.3,SS9482444225
1713,Peppershill,TP5423,Pillar,Converted,143.8,SX3170788491
1714,Pen-Y-Mwdwl-Eithin,TP5421,Pillar,Good,389.6,SH8290468282
1715,Pen-Y-Lan,TP5419,Pillar,Good,161.7,SO4439116188
1716,Pen-Y-Gwaith,TP5418,Pillar,Good,310.0,SH7770160309
1717,Pen-Y-Gurnos,TP5417,Pillar,Good,456.6,SN7778051310
1718,Pen-Y-Groes,TP5416,Pillar,Good,138.1,SH4729653408
1719,Pen-Y-Graig,TP5415,Pillar,Good,141.2,SH5464267237
1720,Pen-Y-Ghent,TP5414,Pillar,Good,694.6,SD8385373383
1721,Pen-Y-Gau,TP5413,Pillar,Good,132.0,SN3714508661
1722,Pen-Y-Garn Goch,TP5412,Pillar,Good,487.7,SN8847250254
1723,Pen-Y-Foel,TP5411,Pillar,Good,331.2,ST0700394438
1724,Pen-Y-Ffrith,TP5410,Pillar,Slightly damaged,395.9,SJ2150854330
1725,Pen-Y-Fan,TP5409,Pillar,Good,0.0,SO1920302094
1726,Pen-Y-Cwarel,TP5407,Pillar,Good,158.2,SN6109479421
1727,Pen-Y-Clawdd,TP5406,Pillar,Good,151.8,SO4527307623
1728,Pen-Ychain,TP5405,Pillar,Good,23.9,SH4343835373
1729,Pen-Y-Bryn,TP5404,Pillar,Good,85.9,SH2891230376
1730,Pen-Y-Begwn,TP5403,Pillar,Good,367.9,SN8070103475
1731,Pen-Y-Beacon,TP5402,Pillar,Slightly damaged,677.0,SO2443136628
1732,Pen-Y-Bannau,TP5401,Pillar,Good,352.7,SN7419166901
1733,Pen-Y-Bank,TP5400,Pillar,Good,165.1,SM8959329463
1734,Pen-Y-Ball,TP5399,Pillar,Good,255.5,SJ1743575729
1735,Pentyrch,TP5398,Pillar,Good,222.2,SH4239641786
1736,Pentridge Hill,TP5397,Pillar,Good,185.0,SU0403117140
1737,Pentre Brain,TP5396,Pillar,Good,220.4,SN6341355045
1738,Pentire Head,TP5395,Pillar,Good,83.2,SW9291480609
1739,Penshaw Hill,TP5394,Pillar,Good,0.0,NZ3337754375
1740,Penselwood,TP5393,Pillar,Good,201.0,ST7573030501
1741,Penrhyn Mawr,TP5392,Pillar,Slightly damaged,24.2,SH1673331882
1742,Pen-Pwll-Melyn,TP5391,Pillar,Good,145.0,SM9537935853
1743,Penpole,TP5390,Pillar,Damaged,67.4,ST5318477295
1744,Pen-Pal,TP5389,Pillar,Good,202.0,SN5490918832
1745,Pennyland,TP5388,Pillar,Good,280.1,NX9458888068
1746,Penning Field,TP5387,Pillar,Good,197.3,SU0355023144
1747,Pennard Hill,TP5386,Pillar,Good,143.4,ST6130737220
1748,Penn Hall Hill,TP5385,Pillar,Good,190.3,SO7121569103
1749,Penn Beacon,TP5384,Pillar,Slightly damaged,427.9,SX5994162934
1750,Penmynydd,TP5383,Pillar,Good,108.2,SH5144374802
1751,Pen-Llun-Y-Gwr,TP5382,Pillar,Good,378.6,SJ2651854602
1752,Penller Fedwen,TP5381,Pillar,Toppled,352.4,SN7351111155
1753,Pen-Lan-Oleu,TP5380,Pillar,Good,211.2,SN6650681527
1754,Pen-Lan-Isaf,TP5379,Pillar,Good,182.6,SN6545774966
1755,Pen-Lan-Feigan,TP5378,Pillar,Good,241.4,SN1745938857
1756,Penistone Hill,TP5377,Pillar,Good,314.2,SE0234236680
1757,Peniel Heugh,TP5376,Pillar,Good,237.1,NT6534126287
1758,Penhow,TP5375,Pillar,Good,109.7,ST4127290422
1759,Penhill,TP5374,Pillar,Good,526.7,SE0508386734
1760,Penhale,TP5373,Pillar,Good,169.0,SX2296461547
1761,Pengarn,TP5372,Pillar,Good,458.7,SH6265110806
1762,Penelwey,TP5371,Pillar,Good,99.7,SW8161341159
1763,Pendle Hill,TP5370,Pillar,Good,557.2,SD8046541412
1764,Penderry Hill,TP5369,Pillar,Good,310.3,NX0644175164
1765,Pendefig,TP5368,Pillar,Good,37.6,SH3436173674
1766,Penclawdd,TP5367,Pillar,Good,0.0,SS5441395229
1767,Penchrise Pen,TP5366,Pillar,Good,438.9,NT4907406224
1768,Pencarrow Head,TP5365,Pillar,Good,136.6,SX1523951029
1769,Pen Moel Hedog,TP5364,Pillar,Slightly damaged,313.0,SN4516446944
1770,Pen Moel Dihewid,TP5363,Pillar,Good,293.0,SN4951255258
1771,Pen Marian Mountain,TP5362,Pillar,Good,0.0,SH8460774605
1772,Pen Lifau,TP5361,Pillar,Good,365.2,SN7271539464
1773,Pen Lan Fach,TP5360,Pillar,Moved,0.0,SS6459696926
1774,Pen Lan,TP5359,Pillar,Good,229.4,SS7230998199
1775,Pen Lan,TP5358,Pillar,Good,167.4,SN5188723573
1776,Pen Hill,TP5357,Pillar,Good,267.1,SO9953412403
1777,Pen Hill,TP5356,Pillar,Slightly damaged,305.7,ST5644348779
1778,Pen For,TP5355,Pillar,Good,150.6,SN5332267736
1779,Pen Dihewid,TP5354,Pillar,Good,463.6,SN7714579591
1780,Pen Craig,TP5353,Pillar,Good,194.1,SN6201877062
1781,Pen Coed Foel,TP5352,Pillar,Good,252.8,SN4243442772
1782,Pen Cerig Calch,TP5351,Pillar,Slightly damaged,701.7,SO2170522363
1783,Pen Carn Bugail,TP5350,Pillar,Good,477.5,SO1004403555
1784,Pen Careg-Dan,TP5349,Pillar,Good,494.1,SN8623554937
1785,Pen Bryn-Bwa,TP5348,Pillar,Good,185.7,SN2487645375
1786,Pen Allt Mawr,TP5347,Pillar,Damaged,719.9,SO2068924329
1787,Pen Allt,TP5346,Pillar,Good,193.2,SN3616642783
1788,Pembrey,TP5345,Pillar,Good,179.3,SN4408903048
1789,Pelynt,TP5344,Pillar,Good,155.7,SX2100554940
1790,Pellyn-Wartha,TP5343,Pillar,Good,94.8,SW7596238767
1791,Pelcomb Hill,TP5342,Pillar,Good,63.2,SM9322117929
1792,Pegwn Mawr,TP5341,Pillar,Good,584.0,SO0236081215
1793,Peel Park,TP5340,Pillar,Slightly damaged,257.3,SD7723529363
1794,Peat Hill,TP5339,Pillar,Good,464.5,NT2060048643
1795,Peat Hill,TP5338,Pillar,Good,385.0,NS5554209819
1796,Peat Hill,TP5337,Pillar,Good,481.3,NO5012567274
1797,Peasley Bank,TP5336,Pillar,Slightly damaged,165.2,SJ9001129972
1798,Pearie Law,TP5335,Pillar,Slightly damaged,301.5,NT0074458336
1799,Peacocks Farm,TP5334,Pillar,Good,64.4,SU9648629176
1800,Peace Hill,TP5333,Pillar,Good,74.6,NO3847725535
1801,Pawlett,TP5332,Pillar,Good,33.2,ST2912443068
1802,Pauncefoot,TP5331,Pillar,Toppled,54.3,SU3367019991
1803,Paulton,TP5330,Pillar,Good,155.6,ST6459855848
1804,Paulsland Farm,TP5329,Pillar,Good,93.4,ST0176608224
1805,Paull Holme (New),TP5328,Pillar,Good,14.3,TA1832324877
1806,Paudy Cross Roads,TP5327,Pillar,Good,101.1,SK6058918631
1807,Patrington,TP5326,Pillar,Good,15.5,TA3185022386
1808,Patmans,TP5325,Pillar,Good,32.9,TQ1129123065
1809,Pasturehouse Farm,TP5324,Pillar,Good,634.0,NY6431540655
1810,Pasture Hill Plantation,TP5323,Pillar,Good,95.1,NU2036619832
1811,Pasture Farm,TP5322,Pillar,Good,156.9,SP6898370878
1812,Parys Mountain,TP5321,Pillar,Good,147.6,SH4431290544
1813,Parsons Pulpit,TP5320,Pillar,Converted,538.3,SD9183968748
1814,Parsonage Farm (Newport),TP5319,Pillar,Good,106.8,TL5008634837
